id,name,slug,price,compare_price,description,sku,category,product_type,availability,image_url,visible,ribbon,url
38a8212d-0634-45a2-9113-dc3ea7ce67af,Casual Mini Oval Straw Crossbody Bag,casual-mini-oval-straw-crossbody-bag,$36.30,,"Elevate your summer fashion game with the Oval Straw Crossbody Bag by Coseey. Crafted from natural wicker straw, this small yet charming bag brings a touch of laid-back elegance to your seasonal wardrobe. Dimensions: Strap Length: 47 inches Bottom Width: 8 inches Height: 6 inches Depth: 1 inch Material: Wicker Straw Color: Khaki Whether you're strolling down the beach boardwalk or exploring the city streets, this crossbody bag is the perfect companion for your summer adventures. Its oval shape adds a playful twist, while the earthy khaki color effortlessly complements any outfit. Designed for both style and practicality, the bag features a comfortable crossbody strap that keeps your hands free while you soak in the sun. With ample space to carry your essentials, its dimensions are carefully crafted to accommodate your belongings without compromising on style. Embrace the carefree spirit of summer with the Oval Straw Crossbody Bag by Coseey. Elevate your warm-weather outfits, express your unique sense of fashion, and experience the convenience of a hands-free accessory that doesn't skimp on style. Add a touch of natural elegance to your summer ensemble and make a statement wherever you go.",casual-mini-oval-straw-crossbo1076478304,Featured Items,physical,In Stock (90),"https://static.wixstatic.com/media/9bae33_c6857856a54c4e648febf6fc02e32d0b~mv2.jpg/v1/fit/w_1200,h_1395,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/casual-mini-oval-straw-crossbody-bag
addfeb22-4875-4eb9-a145-3a044687f149,Pothos 'Silver Splash',pothos-silver-splash,$35.99,,"Uncover the enchanting world of the Epipremnum aureum, a botanical marvel that goes by many names – Large-Leaf Pothos Picta, Silver Pothos, and Silver Splash Pothos. Native to the lush landscapes of Thailand and the Philippines, this treasure brings a touch of silver elegance to your indoor oasis. Resembling the Scindapsus pictus var. 'Argyreus,' the Silver Splash Pothos offers a unique twist with its wider expanse of shimmering silver splashes across each leaf. Holding it up to the light reveals a captivating satin-like shimmer that elevates its beauty to new heights. This slow-growing vine, a proud member of the Araceae family, is an exotic gem that deserves a spotlight in your botanical collection. While not as ubiquitous as Pothos, it thrives in normal household environments, adapting with ease to its surroundings. Its desire for a touch more humidity reminds us of its tropical heritage – a slight pampering that pays off in lush, vibrant foliage. Unveil the charm of its rounded-heart-shaped leaves, each delicately curving to one side at the tip. With time, this remarkable vine extends its tendrils, transforming into a cascade of green and silver that can stretch for several feet. Embrace its full color potential by bathing it in bright, indirect light, while also knowing it can gracefully flourish in shadier corners. Embrace the allure of the Silver Splash Pothos and create an atmosphere that marries sophistication with nature's artistry. Elevate your interior spaces, unveil a hidden gem to plant enthusiasts, or gift someone a touch of elegance. Experience the beauty of nature's shimmering masterpiece, where leaves tell stories of distant lands and timeless beauty.",,Plants,physical,In Stock (49),"https://static.wixstatic.com/media/9bae33_dbaaa6d9d367474da8218d9e22083cc1~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/pothos-silver-splash
5dd34545-427f-428d-8b38-53c91b692d25,Money Tree,money-tree,$37.77,,"Unlock the allure of the Pachira aquatica, affectionately known as the Guiana Chestnut or Money Tree, and embrace a symbol of wealth, positivity, and natural elegance. Native to the lush landscapes of central and South America, this remarkable tree promises to transform your space into a sanctuary of prosperity. Standing as a living work of art, the Money Tree boasts an intricate braided trunk that captures the eye and the imagination. Indoors, it reaches a majestic height of 6 to 8 feet, becoming a statement piece that complements any interior design. Alternatively, it can be meticulously trained as a bonsai, infusing an air of ancient artistry into your living environment. Harness the ancient wisdom of Feng Shui as you invite the Money Tree into your home. In East Asia, this enchanting plant is revered for its ability to channel positive ""Chi"" or energy into any room, making it an auspicious and thoughtful housewarming gift. Elevate your space with the harmonious energies that the Money Tree radiates. As a testament to its resilience, the Money Tree is a robust and hardy companion, requiring minimal upkeep. It boasts the ability to withstand direct sunlight, but it thrives in bright indirect light, making it adaptable to various lighting conditions. Its thirst for water mirrors its growth potential – plentiful and abundant. Keep the soil consistently moist, and this lush beauty will flourish. Transform your surroundings into a haven of abundance and positivity with the Money Tree by your side. Whether you seek a powerful symbol of prosperity, an elegant focal point, or a meaningful gift that carries well-wishes, the Money Tree stands ready to enrich your life. Cultivate wealth and wellness effortlessly with this enduring plant that thrives on your care and embraces your space with its enduring grace.",staghorn-fern-in-4-pot1003115087,Plants,physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_01f045431e43469182695f9785718802~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/money-tree
5a4a9393-6fe4-4a8f-8a22-4ff79a13d3d1,Philodendron Monstera Split-Leaf,philodendron-monstera-split-leaf,$51.50,,"Choose between 4 different potting options! Embrace modern sophistication with the sleek black or white ceramic cylinder, Infuse rustic authenticity into your plant arrangement with the terracotta pot or select the standard nursery pot to replant at home! Transport yourself to the lush landscapes of Central and South America with the iconic Monstera plant, scientifically known as Philodendron Monstera deliciosa. This botanical treasure brings the untamed beauty of tropical forests right into your living space. Embrace the allure of glossy, heart-shaped leaves that evolve into captivating masterpieces as they mature. The journey of each leaf is a testament to nature's creativity, unfolding unique splits and perforations that make every Monstera a one-of-a-kind work of art. Indulge in the wonder of a climbing, evergreen perennial vine that transforms any environment into a vibrant sanctuary. The Monstera's distinctive leaves, adorned with mesmerizing perforations, rest upon sturdy plant stems, creating a striking contrast that draws the eye. One of the Monstera's most remarkable features is its long, cord-like aerial roots – a testament to its resilience and adaptability. These roots not only serve as anchors but also enhance the plant's character, adding to the overall visual appeal. Native to tropical forests, the Philodendron Monstera deliciosa thrives in spaces where it can bask in bright, indirect light. Its maintenance is a joy, making it an ideal companion for both seasoned plant enthusiasts and newcomers alike. Allow the soil to dry moderately between watering sessions to keep this beauty flourishing. Invite the spirit of untamed elegance into your home, office, or any space yearning for a touch of the exotic. Elevate your interior aesthetics, surprise a friend with a gift of greenery, or create a botanical haven that echoes the beauty of nature's handiwork. Explore the world of Monstera now and experience the tropical splendor firsthand!",,"Plants, housewarming",physical,In Stock (319),"https://static.wixstatic.com/media/9bae33_844407bbb484482c9b5f0c20b0c1e55e~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,The Perfect Gift!,https://viktord71.wixsite.com/goldie-c/product-page/philodendron-monstera-split-leaf
5f89e62c-fde0-4c05-a180-12abe449f1dc,Staghorn 'Birds Nest' Fern,staghorn-birds-nest-fern,$18.30,,,staghorn-fern-in-4-pot-1880947183,"Featured Items, Plants",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_90a8757994744c5ba5efa8185ccf07c3~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/staghorn-birds-nest-fern
56ad72d0-bd9d-4041-bc47-ff05bee4f00f,Handheld Stainless Steel Milk Frother,handheld-stainless-steel-milk-frother,$16.25,,"Features: Foams all kinds of milk, cappuccinos, lattes, espressos, or hot chocolate in seconds. Powerful motor creates smooth and delicate whipped cream you always wanted. Food grade stainless steel shaft and whip, ABS plastic body. Can be used for both cold and hot milk. Also can be used to whisk eggs, soups, sauces and other non-solid food item. Handheld size, 2*AA battery operated milk frother (not included). Easy to operate and clean. Specification: Type :Milk Frother Material :Stainless steel, ABS Quantity :1pcs Item Color: Silver Battery: 2*AA battery, not included Size: 3.6*2.5*20cm / 1.4*1*7.9"" Net Weight: 0.043kg / 1.5oz Package: 1*Milk Frother Cannot ship to PO boxes.",1668957972953753,"Cocktails & Tea, Cocktail Drink, Cocktail, housewarming",physical,In Stock (988),"https://static.wixstatic.com/media/9bae33_ce56301a7ddb4707a87be9928f371871~mv2.jpg/v1/fit/w_1600,h_1600,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/handheld-stainless-steel-milk-frother
c8dd48a9-600c-4761-a90c-29fbc26bd552,Horizontal Wine Tote,horizontal-wine-tote,$36.00,,"No need for gift wrap, this wine bag holds one bottle of wine for a beautiful presentation. Made of heavyweight cotton canvas, this bag comes with a leather closure to keep the bottle secure and from clanking. This bag makes great for monogramming. Works beautifully for host gifts, corporate events, and celebrations.",horizontal-wine-tote-leather-c1133875980,"Bags, housewarming",physical,In Stock (100),"https://static.wixstatic.com/media/9bae33_2c890d7083384d5e852ba208bcd2c3e0~mv2.jpg/v1/fit/w_750,h_750,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/horizontal-wine-tote
976150c1-a9af-4e5d-9cb6-1b3ef4d4f94a,Single Malt Stretch Cocktail Kit,single-malt-stretch-cocktail-kit,$33.00,,"Cocktail Kit includes: one rocks glass one bar spoon three cocktail bar picks simple syrup apple almond extract almond syrup pears pear syrup Makes up to three cocktails. Suggested spirits: single malt scotch, sherry, brandy Paper instructions are included in each kit. QR code is also included to access to online instructions and nutrition information.",copy-of-melange-jolie-single-m57638082,"Cocktail, Stacey's Favs, Cocktail Drink, Cocktails & Tea, Featured Items",physical,In Stock (100),"https://static.wixstatic.com/media/9bae33_7491b02365d2433bb93d883c7045e859~mv2.png/v1/fit/w_1200,h_1200,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/single-malt-stretch-cocktail-kit
30a721cd-5fd1-45cc-9a10-e21a80b8d6a0,Spiced Sangria Cocktail Kit,spiced-sangria-cocktail-sipkit,$33.00,,"This blend of spices and winter fruit make our spiced sangria cocktail a fun twist on your classic Spanish red sangria. We use one of our house-made simple syrups that is infused with warm winter spices, like cinnamon, cloves, and anise. (Please note that this kit requires some infusion prior to serving). Each cocktail contains: one metal tumbler one bar spoon three cocktail bar picks dehydrated Fuji apple slices dehydrated orange slices dehydrated mango cubes whole cloves cardamom pods cinnamon sticks anise Makes up to three cocktails. Suggested spirits: brandy, red wine, triple sec The cocktail cocktail contains no alcohol. Paper instructions are included in the box. QR code also available for access to online instructions and nutrition information.",copy-of-melange-jolie-spiced-s878063113,"Cocktail, Featured Items",physical,In Stock (100),"https://static.wixstatic.com/media/9bae33_d828518119a44eba923e9579635f9306~mv2.png/v1/fit/w_1200,h_1200,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/spiced-sangria-cocktail-sipkit
5290bbfc-bcb9-4e2f-9b73-fa5be48da329,Citrus Cosmopolitan Cocktail Kit,citrus-cosmopolitan-cocktail-sipkit,$33.00,,"Yes, we made a cosmopolitan with grapefruit, lime, allspice, and other fun things. You add two rums. Why? No particular reason. This Cocktail Kit contains the following: one martini glass one bar spoon three cocktail bar sticks dehydrated lime lime juice demerara simple syrup dehydrated grapefruit grapefruit juice allspice syrup mint Makes approximately three cocktails. Suggested spirits: rum, black rum Paper instructions are included in the Cocktail Kit. QR code is located on the box linking you to online instructions and nutrition information.",copy-of-melange-jolie-citrus-c1195980982,"Cocktail, Cocktail Drink, Cocktails & Tea, Featured Items",physical,In Stock (100),"https://static.wixstatic.com/media/9bae33_4a347d2f63344fc392f1a95c6527226e~mv2.png/v1/fit/w_1200,h_1200,q_90/file.png",True,Martini Glass Included!,https://viktord71.wixsite.com/goldie-c/product-page/citrus-cosmopolitan-cocktail-sipkit
73482819-daa9-10c6-a849-bf1e1f0b685b,Botanical Garnish Kit,botanical-garnish-kit,$34.00,,"Step your at home cocktail game up! Goldie & Celeste's Botanical Cocktail Garnish kits are designed to give you the ingredients you need to create and decorate cocktails with a high end botanical twist. You can use all these ingredients in all around the kitchen, no need to stop at cocktails! Volume 1 includes: Floralfetti Edible Sprinkles Vanilla Bean Sugar Rim Hibiscus Salt Rim Herbal Infused Sugar Cubes (Choose between rose & lavender!) Dehydrated Citrus Wheels",,"Celeste Collection, Kitchen, A Bit Of Whimsy, Cocktail, Shop Handcrafted Items, Stacey's Favs, Goldie Collection, Tea, Cocktail Drink",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_d5c93f3c8ce24ad68668e34f64fa8c37~mv2.png/v1/fit/w_2400,h_2597,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/botanical-garnish-kit
6aadc46b-ce3a-5d79-3507-2f010b1e5a92,Preserved Floral Ceramic Ring Bowls,preserved-floral-ceramic-ring-bowls,$18.00,,"Handmade ceramic ring bowls preserved with real preserved flowers. These are one of a kind so, no two are a alike. Perfect for rings, jewlery and small nicknacks! A great gift! These ring bowls feature real pressed flowers, rippling and texture is normal. Not for food use. Not microwavable or dishwashersafe. Bowls are 2.75 in diameter.",,"Everything With Intention, Shop Handcrafted Items, Home, Featured Items",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_7ddb225a35f74750b8802e21fba27c22~mv2.jpg/v1/fit/w_2072,h_2072,q_90/file.jpg",True,Handmade!,https://viktord71.wixsite.com/goldie-c/product-page/preserved-floral-ceramic-ring-bowls
40ec96b4-7ccd-41aa-b26f-9253aea1c5a7,Pilea Peperomioides 'Chinese Money' on Wood,pilea-peperomioides-chinese-money-on-wood,$44.77,,"Botanical Name : Pilea peperomioides Common Names : Chinese money plant, Friendship plant Description : Each of its lily pad like leaves float on dainty looking stems that will bob around independently in a gentle breeze. Towards the upper part of every single leaf will be a white, or lighter shade of green, dot where the stem meets the leaf and holds it in place.",pilea-peperomioides-chinese-mo602163613,Plants,physical,In Stock (9),"https://static.wixstatic.com/media/9bae33_2132619194a24b2abacd38353a7c85ec~mv2.jpg/v1/fit/w_1800,h_1800,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/pilea-peperomioides-chinese-money-on-wood
1edac6d6-9202-dbad-def2-f2ec64e7d80f,Tea Blend Kit,tea-blend-kit,$28.00,,"Tea Blend Kit includes your choice of an artisanal small batch loose leaf tea blend, honey and a glass mug with infuser and lid. Goldie & Celeste tea blends are hand crafted in small batches to ensure the perfect balance of delicate flavors. Each blend was crafted in celebration and reverence of each ingredient. This kit is perfect for gifting. Glass Mug with Porcelain Infuser and Lid This beautiful glass mug with loose tea mug with porcelain infuser and lid is perfect for an easy brewing experience right in your mug. The porcelain ifuser gives room for leaf teas to beautilly unfurl and allow you to experience the full body of full flavor & aroma. 7 ounces of a small batch Golide & Celeste Tea Blend Oolong Ginger Rose : oolong, rose, rose hips lemongrass & candied ginger Honey Lavender Sage : white tea, lavender, lemon balm, sage, powdered honey Cherry Hibiscus Green : Sencha green tea, hibiscus, organic dehydrated cherry, rosehip Lemon Chamomile Mint : dehydrated lemon, chamomile, mint, calendula, red raspberry leaf A 1 ounce jar of honey Perfect fo an on-the-go cup of tea! Curious about oolong tea? Check out this Well+Good article",,Shop Handcrafted Items,physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_82bea649de774faeb24ed73a81ccfe42~mv2.png/v1/fit/w_1080,h_1080,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/tea-blend-kit
b1b32ee2-dd75-4de4-bb42-2d01c01a2892,Goldie & Celeste Mug,goldie-celeste-mug,$11.00,,"Whether you're drinking your morning coffee, evening tea, or something in between – this mug's for you! It's sturdy and glossy with a vivid print that'll withstand the microwave and dishwasher. • Ceramic • Dishwasher and microwave safe • White and glossy",,"Kitchen, Cocktails & Tea",physical,In Stock,"https://static.wixstatic.com/media/9bae33_be40c1b753b04c86bccac7b4995959fb~mv2.jpg/v1/fit/w_1000,h_1000,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/goldie-celeste-mug
90b7163e-739a-25a9-b868-b7f3b4c85bcb,Custom Botanical Bath Blend,custom-botanical-bath-blend,$27.00,,"Elevate and personalize your bathing experience with a custom batch of luxury bath salts. Order your own personalized botanically based bath soak handcrafted just for you. Let's get personal! Choose your Essential Oils, All Natural Dried Botanicals & Optional Additional Nutrients/Ingredients. 20oz Choose a 100% Pure Organic Essential Oil Eucalyptus: Mental clarity & anti-inflammatory Frankincense: Soft skin, grounding & spiritual connectedness Lavender: Restful sleep, mood improvement, soothes sun-damaged skin Lemongrass: Clarifying, mental cleansing Moroccan Rosemary: Cleansing and clarifying, invigoration, reduces appearance of water retention Sweet Orange: Uplifting, calming Peppermint: Energizing, stimulating, revitalizing Citrus Blend: Uplifting & Cheering and energizing, clears the mind, balancing Ylang Ylang: Sensual, relaxing and soothing, hydrating, tension and stress relief Basil: Enhance mood, increase alertness, and soothe muscle aches Cedarwood: Calming, stress relief, restful sleep, circulatory system and clear airways Vanilla: Relaxation, calming, mood improvement Geranium: Relaxation, calming, mood improvement Clary Sage: Relaxation, calming, stress relief, warming Bergamot: Relaxation, creativity & mind clearing Copaiba Balsam: Hydration, clear airways, mental awareness Cinnamon Leaf: Revitalizing and refreshing, warming Choose a Dried Botanical Lavender Roman Chamomile Rose Lemon Balm Calendula Optional Additions Large Crystal Himalayan Pink Salt: pH balancing, skin hydration, reduce muscle cramps (+$3.00) Vitamin E: a natural antioxidant with reconditioning & softening properties (+$4.00) CBD: anti-inflammatory, relieve pain, tension, and stress (+$7.00) Bath Soak Base Ingredients Epsom Salt: Ease stress, relaxing, flush toxins, relieve muscle aches & pains Grapeseed Oil* (*If you would prefer to substitite with Olive Oil please denote this preference in one of the 'Bonus!' options)",,"Shop Handcrafted Items, Featured Items, Body",physical,In Stock,"https://static.wixstatic.com/media/9bae33_b5a8db6fa97c43d78636ac9171e17dff~mv2.png/v1/fit/w_1280,h_720,q_90/file.png",True,Custom Batch!,https://viktord71.wixsite.com/goldie-c/product-page/custom-botanical-bath-blend
3136ff22-da98-c555-2b7e-8e5fa61791e2,18 oz Glass Water Bottle w/Silicone Sleeve,18-oz-glass-water-bottle-w-silicone-sleeve,$19.00,,"Mixed glass and bamboo materials make for a stylish drink bottle. Glass bottle provides a purer drinking experience. Extra-thick glass is clean tasting and odor-free. Screw top lid with built-in, adjustable stainless steel carry loop for on-the-go use. Wide-mouth opening is ideal for adding ice cubes to your drink. Silicone sleeve protects your bottle and acts as a grip when drinking. Body is dishwasher safe (top rack), hand wash lid and silicone sleeve. Complies with Prop 65. Add to Cart",BKR,"Shop Handcrafted Items, Featured Items, Kitchen, Cocktails & Tea",physical,In Stock (14),"https://static.wixstatic.com/media/9bae33_be01373b01c148c49c3bd5b895340ce9~mv2.jpg/v1/fit/w_2878,h_2925,q_90/file.jpg",True,,https://viktord71.wixsite.com/goldie-c/product-page/18-oz-glass-water-bottle-w-silicone-sleeve
807c49d8-3a38-a10f-cbcd-8ce2d9d8a299,Self Love Herbal Bath Soak,self-love-herbal-bath-soak,$30.00,,"Goldies and Celeste's Self Love Herbal Bath Soak contains salts, herbs and essential oils traditionally known for their balancing and healing qualities emotionally, physically and mentally to honour the goddess within. DYK: The skin is our largest organ! Transdermal (through thr skin) absorption is a very effective way of replenishing the minerals our bodies may be lacking and is truly a renewing and therapeutic experience for mind & body. The replenishing nutrients stimulate circulation, relax the body, detoxify and soothe sore muscles. 10 oz of bath soak in a resuable glass container. This blend was mixed in a special limited edition batch and may not return to the store again! This handmade soak contains: Epsom Salt, Himalayan Pink Salt, Dead Sea Salt Rose – Sedative, anti-depressant, aphrodisiac, blood tonic, menstrual regulator Sage – Hormonal balancer, calming, space clearing Lavender – Anti-spasmodic, anti-depressant Passionflower – Sedative, tranquillising, anti-spasmodic, pain relief Ashwandaga – Reduces stress and promotes relaxation Patchouli – Anti-depressant, tonic Ylang Ylang – Anti-depressant, aphrodisiac, sedative Clary Sage – Anti-depressant, anti-spasmodic, euphoric, uterine and nerve tonic Rosewood – Anti-depressant, aphrodisiac",032020SL,"Shop Handcrafted Items, Featured Items, Body",physical,In Stock (2),"https://static.wixstatic.com/media/9bae33_2537d681fc7b479cae39950bb2dcc73e~mv2.png/v1/fit/w_1280,h_720,q_90/file.png",True,Limited Batch,https://viktord71.wixsite.com/goldie-c/product-page/self-love-herbal-bath-soak
7e8352c8-a33d-c6a1-9e6d-280a5503ae77,Cleanse Herbal Bath Soak,cleanse-herbal-bath-soak,$16.00,,"Goldies and Celeste's Cleanse Herbal Bath Soak contains salts, herbs and essential oils traditionally known for their ability to stimulate circulation, the immune system and detoxing the body. DYK: The skin is our largest organ! Transdermal (through thr skin) absorption is a very effective way of replenishing the minerals our bodies may be lacking and is truly a renewing and therapeutic experience for mind & body. The replenishing nutrients stimulate circulation, relax the body, detoxify and soothe sore muscles. 10 oz of bath soak in a resuable glass container. This handmade soak contains: Epsom Salt, Himalayan Pink Salt, Dead Sea Salt Rosemary – Liver detoxification, circulation stimulant Calendula – Blood purifier, tonic Ginger – Circulation stimulant, anti-inflammatory, anti-oxidant Alfalfa – Full of essential vitamins, minerals & nutrients Geranium – Decreases fluid retention, tonic Sandalwood – Anti viral Patchouli – Blood cleanser, tonic Lemon – Tonic, anti-microbial, uplifting",032020CL,"Shop Handcrafted Items, Body",physical,In Stock (5),"https://static.wixstatic.com/media/9bae33_7f4d3a8cd3f141588bc87cea6d53f965~mv2.png/v1/fit/w_1280,h_720,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/cleanse-herbal-bath-soak
c94c7647-6080-81ce-9f55-fb31f55ccc41,Release Herbal Bath Soak,release-herbal-bath-soak,$15.00,,"Show your muscles some love! Goldie and Celeste's Release Herbal Bath Soak contains salts, herbs and essential oils traditionally known for their inflammation and pain management properties. DYK: The skin is our largest organ! Transdermal (through thr skin) absorption is a very effective way of replenishing the minerals our bodies may be lacking and is truly a renewing and therapeutic experience for mind & body. The replenishing nutrients in Goldie and Celeste's Release Herbal Bath Soak stimulate circulation, relax the body, detoxify and soothe sore muscles. 6 oz of bath soak in a resuable glass container. This handmade soak contains: Epsom Salt, Himalayan Pink Salt, Dead Sea Salt Eucalyptus – Pain relief, anti-inflammatory, anti-viral, anti-spasmodic St John’s Wort – Anti-inflammatory, anti-spasmodic, pain relief Gotu Kola – Connective tissue repair, anti-inflammatory Calendula -Anti-inflammatory, anti-spasmodic, local tissue healer Arnica – Circulation stimulant, anti-inflammatory, tonic White Willow – Pain relief, anti-inflammatory Winter Green – Anti-spasmodic, anti-inflammatory, pain relief, anti-rheumatic Majoram – Anti-inflammatory, pain relief Basil – Pain relief Lavender – Anti-spasmodic Full Spectrum Hemp oil- Eases muscles and reduces inflammation",032020RS,"Shop Handcrafted Items, Body",physical,In Stock (4),"https://static.wixstatic.com/media/9bae33_062a30df638b4d67b587cd179c9edbfb~mv2.png/v1/fit/w_1280,h_720,q_90/file.png",True,,https://viktord71.wixsite.com/goldie-c/product-page/release-herbal-bath-soak
20f72810-d1e1-bf49-1aa9-2858eadfec9f,Relax Herbal Bath Soak,decompress,$18.00,,"Relieve stress and take a moment to relax in a luxurious healing salt based bath soak. Goldie and Celeste's Relax Herbal Bath Soak is a blend of ethically sourced natural salts, herbs and essential oils traditionally known for their calming and healing properties. 8 oz of bath soak in a resuable glass container. This handmade soak contains: Lavender – Calming, anti-depressant Passionflower – Relax the mind and body, sedative Californian Poppy – Sedative, tranquillising, muscle relaxant Chamomile – Calms anxiety and stress Bergamot – Relaxant Lavender – Calms to bring one back to feeling Roman Chamomile – Anti-depressant, sedative Moroccan Chamomile – Anti-depressant, euphoric, sedative Full Spectrum Hemp oil- Eases muscles and reduces inflammation",032020RX,"Shop Handcrafted Items, Featured Items, Body",physical,In Stock,"https://static.wixstatic.com/media/9bae33_c1d05357accc4375a906473cf3387420~mv2.png/v1/fit/w_1280,h_720,q_90/file.png",True,Best Seller,https://viktord71.wixsite.com/goldie-c/product-page/decompress
777201ab-12e9-4309-8fda-147150a55906,Muscle Relief Body Balm,relief-body-balm,$35.00,,"Allow the anti-inflammatory benefits of Cayenne, Turmeric & Ginger to ease your sore muscles and reduce pain in this warming salve. Olive Oil, Beeswax, Vitamin E, Cayenne, Turmeric, Ginger, CBD, Essential Oils of: Sweet Orange, Lavender, Bergamot, Chamomile.",,"Shop Handcrafted Items, Featured Items, Body",physical,Out of Stock,"https://static.wixstatic.com/media/9bae33_3e59b77dcc9949658f2ca03f4b30d7f2~mv2.jpg/v1/fit/w_2526,h_2809,q_90/file.jpg",True,All Natural,https://viktord71.wixsite.com/goldie-c/product-page/relief-body-balm
